LOCATION,DAY,DATE,TIME_WIB,TDS_PPM,TEMP_RIVER_C,TEMP_AIR_C
Cupang_Ciawitali_R,Fri,2017-06-15,16:00,67,18,29
Cupang_Ciawitali_R,Sat,2017-06-16,10:00,60,16,24
Cupang_Ciawitali_R,Sat,2017-06-16,12:00,65,19,28
Cupang_Ciawitali_R,Sat,2017-06-16,14:00,62,20,30
Cupang_Ciawitali_R,Sat,2017-06-16,16:00,65,20,26
Cupang_Ciawitali_R,Sun,2017-06-17,10:00,62,17,21
Cupang_Ciawitali_R,Sun,2017-06-17,12:00,61,21,28
Cupang_Ciawitali_R,Sun,2017-06-17,14:00,64,20,29
Cupang_Ciawitali_R,Sun,2017-06-17,16:00,68,21,29
Cupang_Ciawitali_R,Mon,2017-06-25,10:00,65,19,27
Cupang_Ciawitali_R,Mon,2017-06-25,12:00,70,18,26
Cupang_Ciawitali_R,Mon,2017-06-25,14:00,62,20,33
Cupang_Ciawitali_R,Mon,2017-06-25,16:00,60,18,26
Cupang_Ciawitali_R,Tue,2017-06-26,10:00,62,19,23
Cupang_Ciawitali_R,Tue,2017-06-26,12:00,67,21,30
Cupang_Ciawitali_R,Tue,2017-06-26,14:00,63,25,29
Cupang_Ciawitali_R,Tue,2017-06-26,16:00,68,23,29
Cupang_Ciawitali_R,Wed,2017-06-27,10:00,69,20,21
Cupang_Ciawitali_R,Wed,2017-06-27,12:00,65,21,29
Cupang_Ciawitali_R,Wed,2017-06-27,14:00,64,23,29
Cupang_Ciawitali_R,Wed,2017-06-27,16:00,65,21,28
Cupang_Ciawitali_R,Thu,2017-06-28,10:00,63,18,23
Cupang_Ciawitali_R,Thu,2017-06-28,12:00,69,23,28
Cupang_Ciawitali_R,Thu,2017-06-28,14:00,70,21,32
Cupang_Ciawitali_R,Thu,2017-06-28,16:00,65,21,25
Cupang_Ciawitali_R,Fri,2017-06-29,10:00,67,15,21
Cupang_Ciawitali_R,Fri,2017-06-29,12:00,62,19,26
Cupang_Ciawitali_R,Fri,2017-06-29,14:00,69,21,29
Cupang_Ciawitali_R,Fri,2017-06-29,16:00,70,18,26
Cupang_Ciawitali_R,Sat,2017-06-30,10:00,68,15,23
Cupang_Ciawitali_R,Sat,2017-06-30,12:00,65,20,27
Cupang_Ciawitali_R,Sat,2017-06-30,14:00,68,25,34
Cupang_Ciawitali_R,Sat,2017-06-30,16:00,66,23,30
Cupang_Ciawitali_R,Sun,2017-07-01,10:00,62,17,27
Cupang_Ciawitali_R,Sun,2017-07-01,12:00,68,22,30
Cupang_Ciawitali_R,Sun,2017-07-01,14:00,69,23,34
Cupang_Ciawitali_R,Sun,2017-07-01,16:00,64,23,29
Cupang_Ciawitali_R,Mon,2017-07-23,10:00,63,19,23
Cupang_Ciawitali_R,Mon,2017-07-23,12:00,66,20,28
Cupang_Ciawitali_R,Mon,2017-07-23,14:00,70,20,32
Cupang_Ciawitali_R,Mon,2017-07-23,16:00,61,23,26
Cupang_Ciawitali_R,Tue,2017-07-24,10:00,61,18,27
